index,Seed,Ticks,SuccessfulInfluence,Topology,neighborhood,num_agents,num_features,num_traits,communication_regime,homophily,seed,Regions,Isolates,Homogeneity,AverageDistance
0,46475,84945,26106,grid,moore,100,5,15,one-to-one,0.5,46475,2,1,0.99,0.02
0,71240,76736,22253,grid,moore,100,5,15,one-to-one,0.5,71240,3,1,0.87,0.155
0,63272,66622,22706,grid,moore,100,5,15,one-to-one,0.5,63272,1,0,1.0,0.0
0,47920,56439,17823,grid,moore,100,5,15,one-to-one,0.5,47920,2,1,0.99,0.02
0,43626,47336,12079,grid,moore,100,5,15,one-to-one,0.5,43626,3,1,0.77,0.155
0,92023,98411,33336,grid,moore,100,5,15,one-to-one,0.5,92023,1,0,1.0,0.0
0,29531,76299,23927,grid,moore,100,5,15,one-to-one,0.5,29531,3,1,0.94,0.09
0,90904,103560,34756,grid,moore,100,5,15,one-to-one,0.5,90904,3,2,0.98,0.04
0,73280,73375,19706,grid,moore,100,5,15,one-to-one,0.5,73280,2,0,0.96,0.06
0,61732,72895,24122,grid,moore,100,5,15,one-to-one,0.5,61732,3,2,0.98,0.04
0,84361,70391,12746,grid,moore,100,5,15,one-to-one,0.5,84361,7,3,0.73,0.28
0,74349,66755,24460,grid,moore,100,5,15,one-to-one,0.5,74349,2,1,0.99,0.02
0,33364,96393,28930,grid,moore,100,5,15,one-to-one,0.5,33364,2,1,0.99,0.02
0,84438,49850,15489,grid,moore,100,5,15,one-to-one,0.5,84438,1,0,1.0,0.0
0,29462,82958,23561,grid,moore,100,5,15,one-to-one,0.5,29462,3,1,0.88,0.135
0,94584,40061,10446,grid,moore,100,5,15,one-to-one,0.5,94584,4,1,0.89,0.1375
0,24616,101114,31734,grid,moore,100,5,15,one-to-one,0.5,24616,3,1,0.97,0.055
0,94693,38020,13210,grid,moore,100,5,15,one-to-one,0.5,94693,1,0,1.0,0.0
0,52384,83418,27119,grid,moore,100,5,15,one-to-one,0.5,52384,5,2,0.94,0.11
0,70539,59607,19448,grid,moore,100,5,15,one-to-one,0.5,70539,2,1,0.99,0.02
0,78195,44950,13412,grid,moore,100,5,15,one-to-one,0.5,78195,2,0,0.97,0.045
0,68712,51638,17075,grid,moore,100,5,15,one-to-one,0.5,68712,1,0,1.0,0.0
0,42489,81245,26275,grid,moore,100,5,15,one-to-one,0.5,42489,1,0,1.0,0.0
0,13171,61018,21333,grid,moore,100,5,15,one-to-one,0.5,13171,1,0,1.0,0.0
0,15104,61565,20302,grid,moore,100,5,15,one-to-one,0.5,15104,1,0,1.0,0.0
0,38279,58457,19802,grid,moore,100,5,15,one-to-one,0.5,38279,1,0,1.0,0.0
0,51660,49309,16350,grid,moore,100,5,15,one-to-one,0.5,51660,2,1,0.99,0.02
0,91380,67953,18340,grid,moore,100,5,15,one-to-one,0.5,91380,3,2,0.98,0.04
0,93136,57553,18183,grid,moore,100,5,15,one-to-one,0.5,93136,2,1,0.99,0.02
0,10970,39443,13581,grid,moore,100,5,15,one-to-one,0.5,10970,1,0,1.0,0.0
0,87695,49796,13354,grid,moore,100,5,15,one-to-one,0.5,87695,3,1,0.94,0.085
0,76597,83443,32168,grid,moore,100,5,15,one-to-one,0.5,76597,1,0,1.0,0.0
0,40133,82867,23670,grid,moore,100,5,15,one-to-one,0.5,40133,2,1,0.99,0.02
0,67104,64126,21592,grid,moore,100,5,15,one-to-one,0.5,67104,4,3,0.97,0.06
0,26673,75204,24712,grid,moore,100,5,15,one-to-one,0.5,26673,1,0,1.0,0.0
0,49524,42130,13951,grid,moore,100,5,15,one-to-one,0.5,49524,2,1,0.99,0.02
0,63766,45412,14620,grid,moore,100,5,15,one-to-one,0.5,63766,2,0,0.98,0.035
