index,Seed,Ticks,SuccessfulInfluence,Topology,neighborhood,num_agents,num_features,num_traits,communication_regime,homophily,seed,Regions,Isolates,Homogeneity,AverageDistance
0,10970,7131,6238,grid,moore,100,5,15,one-to-many,0.125,10970,2,0,0.98,0.035
0,87695,10723,7650,grid,moore,100,5,15,one-to-many,0.125,87695,5,2,0.85,0.19
0,76597,6441,5607,grid,moore,100,5,15,one-to-many,0.125,76597,2,0,0.96,0.065
0,40133,7651,6710,grid,moore,100,5,15,one-to-many,0.125,40133,2,1,0.99,0.02
0,67104,7067,5597,grid,moore,100,5,15,one-to-many,0.125,67104,3,0,0.9,0.125
0,26673,8222,6845,grid,moore,100,5,15,one-to-many,0.125,26673,3,1,0.93,0.1
0,49524,15732,3883,grid,moore,100,5,15,one-to-many,0.125,49524,8,4,0.73,0.305
0,63766,8271,7286,grid,moore,100,5,15,one-to-many,0.125,63766,4,2,0.96,0.075
0,40414,7515,5618,grid,moore,100,5,15,one-to-many,0.125,40414,5,3,0.9,0.13
0,70210,10177,8235,grid,moore,100,5,15,one-to-many,0.125,70210,3,1,0.97,0.055
0,69411,5844,5176,grid,moore,100,5,15,one-to-many,0.125,69411,1,0,1.0,0.0
0,58026,7104,5069,grid,moore,100,5,15,one-to-many,0.125,58026,6,2,0.82,0.2325
0,44651,8774,7321,grid,moore,100,5,15,one-to-many,0.125,44651,4,0,0.92,0.125
0,86345,9776,7240,grid,moore,100,5,15,one-to-many,0.125,86345,4,0,0.9,0.15
0,33241,8333,6442,grid,moore,100,5,15,one-to-many,0.125,33241,3,1,0.89,0.1225
0,84749,7212,5650,grid,moore,100,5,15,one-to-many,0.125,84749,4,1,0.83,0.1675
0,24130,7980,6655,grid,moore,100,5,15,one-to-many,0.125,24130,3,2,0.98,0.04
0,96720,13889,12083,grid,moore,100,5,15,one-to-many,0.125,96720,2,1,0.99,0.02
0,82998,4966,4401,grid,moore,100,5,15,one-to-many,0.125,82998,3,2,0.98,0.04
0,39094,7813,7136,grid,moore,100,5,15,one-to-many,0.125,39094,1,0,1.0,0.0
